project_name,listing_title,price,location_zone,bts_mrt,size_sqm,bedrooms,bathrooms,listing_url,post_type,property_type,page_number
The FINE Bangkok Thonglor - Ekamai ,1 Bed 1 Bath  35 SQ.M The FINE Bangkok Thonglor Ekamai Condo,"28,000 THB/month","Bangkok, Watthana Bangkok",,35.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-bed-1-bath-35-sq-m-the-fine-bangkok-thonglor-ekamai-condo--a97a0934,FOR_RENT,CONDO,3
Siamese Thirty Nine,1-BR Condo at Siamese Thirty Nine near BTS Phrom Phong (ID 510967),"45,000 THB/month","Bangkok, Watthana Bangkok",BTS Phrom Phong (ID 510967),67.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-siamese-thirty-nine-near-bts-phrom-phong-id-510967--beda09ee,FOR_RENT,CONDO,3
Supalai Premier Charoen Nakhon,1-BR Condo at Supalai Premier Charoen Nakhon near BTS Krung Thon Buri (ID 743555),"19,000 THB/month","Bangkok, Khlong San Bangkok",BTS Krung Thon Buri (ID 743555),48.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-supalai-premier-charoen-nakhon-near-bts-krung-thon-buri-id-743555,FOR_RENT,CONDO,3
Aspire Sukhumvit - Rama 4,For Rent: Aspire Sukhumvit Rama4 Brand New Near BTS Phrakhanong,"24,000 THB/month","Bangkok, Khlong Toei Bangkok",BTS Phrakhanong,34.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-aspire-sukhumvit-rama4-brand-new-near-bts-phrakhanong--b0d109ba,FOR_RENT,CONDO,3
185 Ratchadamri,2-BR Condo at 185 Rajadamri near BTS Ratchadamri (ID 2943042),"115,000 THB/month","Bangkok, Pathum Wan Bangkok",BTS Ratchadamri (ID 2943042),108.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-br-condo-at-185-rajadamri-near-bts-ratchadamri-id-2943042--a9210917,FOR_RENT,CONDO,3
Origin Play Sri Udom Station,"[RENT]  ST0990  (Origin Play Sri Udom Station)     (ID with @in front, LINE ID:  @idhomeland)","18,000 THB/month","Bangkok, Phra Khanong Bangkok",,27.29,1.0,1.0,https://propertyhub.in.th/en/listings/rent-st0990-origin-play-sri-udom-station-id-with-in-front-line-id-idhomeland,FOR_RENT,CONDO,3
Reference Sathorn - Wongwianyai,1-BR Condo at Reference Sathorn-Wongwianyai near BTS Wongwian Yai (ID 1985831),"19,000 THB/month","Bangkok, Khlong San Bangkok",BTS Wongwian Yai (ID 1985831),31.88,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-reference-sathorn-wongwianyai-near-bts-wongwian-yai-id-1985831--a62008f8,FOR_RENT,CONDO,3
IDEO Q Phayathai,2-BR Condo at IDeo Q Phayathai near BTS Phaya Thai (ID 2872918),"36,000 THB/month","Bangkok, Ratchathewi Bangkok",BTS Phaya Thai (ID 2872918),75.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-br-condo-at-ideo-q-phayathai-near-bts-phaya-thai-id-2872918--ae1909b5,FOR_RENT,CONDO,3
Knightsbridge Prime Sathorn,1-BR Condo at Knightsbridge Prime Sathorn near BTS Saint Louis (ID 59698),"28,000 THB/month","Bangkok, Sathon Bangkok",BTS Saint Louis (ID 59698),38.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-knightsbridge-prime-sathorn-near-bts-saint-louis-id-59698,FOR_RENT,CONDO,3
Na Vara Residence,1-BR Condo at Na Vara Residence near BTS Chit Lom (ID 1370347),"48,000 THB/month","Bangkok, Pathum Wan Bangkok",BTS Chit Lom (ID 1370347),75.75,1.0,2.0,https://propertyhub.in.th/en/listings/1-br-condo-at-na-vara-residence-near-bts-chit-lom-id-1370347--b4a0097f,FOR_RENT,CONDO,3
Niche Pride Taopoon - Interchange,Niche Pride Taopoon Interchange for Rent!!!!!,"14,500 THB/month","Bangkok, Bang Sue Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/niche-pride-taopoon-interchange-for-rent--b46b09d7,FOR_RENT,CONDO,3
Aspire Sathorn - Taksin (Copper Zone),"DL26050429 Condo for rent, Aspire Sathorn - Taksin (Copper Zone) near BTS Wutthakat, ready to move in, call urgently 0653619502 LineID @217jgcbp","10,000 THB/month","Bangkok, Chom Thong Bangkok",BTS Wutthakat,26.0,1.0,1.0,https://propertyhub.in.th/en/listings/dl26050429-condo-for-rent-aspire-sathorn-taksin-copper-zone-near-bts-wutthakat-ready-to-move-in-call-urgently-0653619502-lineid-897iyzll,FOR_RENT,CONDO,3
Knightsbridge Collage Ramkhamhaeng,"Knightsbridge Ramkhamhaeng, one-bedroom plus unit. Beautiful room with 3 air conditioners. Very livable! Only 13,500 THB!! Corner unit available.","13,500 THB/month","Bangkok, Bang Kapi Bangkok",,34.5,2.0,2.0,https://propertyhub.in.th/en/listings/knightsbridge-ramkhamhaeng-one-bedroom-plus-unit-beautiful-room-with-3-air-conditioners-very-livable-only-13-500-thb-corner-unit-available--aaaf0960,FOR_RENT,CONDO,3
Q 1 Sukhumvit,Luxury 2BR Condo at Q1 Sukhumvit | Direct BTS Nana Access The rent is only 85k,"85,000 THB/month","Bangkok, Khlong Toei Bangkok",BTS Nana Access The rent is only 85k,92.0,2.0,2.0,https://propertyhub.in.th/en/listings/luxury-2br-condo-at-q1-sukhumvit-direct-bts-nana-access-the-rent-is-only-85k,FOR_RENT,CONDO,3
Chateau In Town Phaholyothin 11,2-BR Condo at Chateau In Town Phaholyothin 11 near BTS Saphan Khwai (ID 2188853),"28,000 THB/month","Bangkok, Phaya Thai Bangkok",BTS Saphan Khwai (ID 2188853),45.0,2.0,1.0,https://propertyhub.in.th/en/listings/2-br-condo-at-chateau-in-town-phaholyothin-11-near-bts-saphan-khwai-id-2188853,FOR_RENT,CONDO,3
Rhythm Sukhumvit 42,2-BR Condo at Rhythm Sukhumvit 42 near BTS Ekkamai (ID 515111),"45,500 THB/month","Bangkok, Khlong Toei Bangkok",BTS Ekkamai (ID 515111),80.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-br-condo-at-rhythm-sukhumvit-42-near-bts-ekkamai-id-515111--a714099a,FOR_RENT,CONDO,3
THE ADDRESS SIAM - RATCHATHEWI,2-BR Condo at The Address Siam-Ratchathewi near BTS Ratchathewi (ID 1242502),"58,000 THB/month","Bangkok, Ratchathewi Bangkok",BTS Ratchathewi (ID 1242502),67.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-br-condo-at-the-address-siam-ratchathewi-near-bts-ratchathewi-id-1242502--ad9c0a2c,FOR_RENT,CONDO,3
Flexi Sathon - Charoennakhon,"✨Condo Studio Room for Rent – Ready to Move In | Flexi Sathorn - Charoennakorn Phase 2 | Fully Furnished, Great Location, Close to BTS Krung Thon Buri","12,600 THB/month","Bangkok, Khlong San Bangkok",BTS Krung Thon Buri,25.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-studio-room-for-rent-ready-to-move-in-flexi-sathorn-charoennakorn-phase-2-fully-furnished-great-location-close-to-bts-krung-thon-buri--b3ab0a0d,FOR_RENT,CONDO,3
Ivy Thonglor,1-BR Condo at Ivy Thonglor 23 close to Thong Lo (ID 2705410),"19,000 THB/month","Bangkok, Watthana Bangkok",,34.0,1.0,1.0,https://propertyhub.in.th/en/listings/studio-condo-at-ivy-thonglor-23-close-to-thong-lo-id-2705410,FOR_RENT,CONDO,3
ESQUE SUKHUMVIT 101/1,"🔥 Condo for Rent – ESQUE Sukhumvit 101/1, new studio room with fully furnished, Starting from 15,000 THB. Available to short-term contract.","15,000 THB/month","Bangkok, Phra Khanong Bangkok",,23.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-esque-sukhumvit-101-1-new-studio-room-with-fully-furnished-starting-from-15-000-thb-available-to-short-term-contract,FOR_RENT,CONDO,3
The Address Sukhumvit 28,2-BR Condo at The Address Sukhumvit 28 near BTS Phrom Phong (ID 2017142),"45,000 THB/month","Bangkok, Khlong Toei Bangkok",BTS Phrom Phong (ID 2017142),72.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-br-condo-at-the-address-sukhumvit-28-near-bts-phrom-phong-id-2017142--acbf096f,FOR_RENT,CONDO,3
Edge Sukhumvit 23,1 Bed 1 Bath 32 SQ.M Edge Sukhumvit 23,"25,000 THB/month","Bangkok, Watthana Bangkok",,32.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-bed-1-bath-32-sq-m-edge-sukhumvit-23--a20d08c5,FOR_RENT,CONDO,3
Aspire Sathorn - Thapra,📌 rent Aspire Sathorn - Thapra 50 m. BTS Talat Phlu near The Mall Lifestore Tha Phra OK Line : 0886060125,"10,900 THB/month","Bangkok, Thon Buri Bangkok",BTS Talat Phlu near The Mall Lifestore Tha Phra OK Line : 08860,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/rent-aspire-sathorn-thapra-50-m-bts-talat-phlu-near-the-mall-lifestore-tha-phra-ok-line-0886060125,FOR_RENT,CONDO,4
The Parkland Phetkasem,For rent : The Parkland Phetkasem 😍🌸,"13,000 THB/month","Bangkok, Bang Khae Bangkok",,36.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-the-parkland-phetkasem--bf000aa6,FOR_RENT,CONDO,4
The Address Sukhumvit 42,1-BR Condo at The Address Sukhumvit 42 near BTS Ekkamai (ID 2840714),"19,000 THB/month","Bangkok, Khlong Toei Bangkok",BTS Ekkamai (ID 2840714),45.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-the-address-sukhumvit-42-near-bts-ekkamai-id-2840714,FOR_RENT,CONDO,4
Niche Mono Ramkhamhaeng,"✨2-Bedroom Condo for Rent, Ready to Move in at Niche Mono Ramkhamhaeng Fully furnished, brand-new unit, right next to MRT Hua Mak station.","30,100 THB/month","Bangkok, Bang Kapi Bangkok",MRT Hua Mak station.,51.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-bedroom-condo-for-rent-ready-to-move-in-at-niche-mono-ramkhamhaeng-fully-furnished-brand-new-unit-right-next-to-mrt-hua-mak-station--b52a09aa,FOR_RENT,CONDO,4
Flexi Sathon - Charoennakhon,"✨Condo Studio Room for Rent – Ready to Move In | Flexi Sathorn - Charoennakorn Phase 2 | Fully Furnished, Great Location, Close to BTS Krung Thon Buri","12,600 THB/month","Bangkok, Khlong San Bangkok",BTS Krung Thon Buri,25.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-studio-room-for-rent-ready-to-move-in-flexi-sathorn-charoennakorn-phase-2-fully-furnished-great-location-close-to-bts-krung-thon-buri,FOR_RENT,CONDO,4
Menam Residences,2-BR Condo at Menam Residences in Wat Phraya Krai (ID 2573711),"65,000 THB/month","Bangkok, Bang Kho Laem Bangkok",,100.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-br-condo-at-menam-residences-in-wat-phraya-krai-id-2573711,FOR_RENT,CONDO,4
Noble Refine,1-BR Condo at Noble Refine Prompong near BTS Phrom Phong (ID 825800),"28,000 THB/month","Bangkok, Khlong Toei Bangkok",BTS Phrom Phong (ID 825800),50.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-noble-refine-prompong-near-bts-phrom-phong-id-825800--b7660a38,FOR_RENT,CONDO,4
Kallista Mansion,3-BR Condo at Kallista Mansion near ARL Makkasan (ID 2894391),"110,000 THB/month","Bangkok, Watthana Bangkok",ARL Makkasan (ID 2894391),315.0,3.0,3.0,https://propertyhub.in.th/en/listings/3-br-condo-at-kallista-mansion-near-arl-makkasan-id-2894391--942308a9,FOR_RENT,CONDO,4
Blossom Condo @ Sathorn - Charoenrat,"For rent Blossom Condo @ Sathorn - Charoenrat, brand new room. Not ready to rent out, complete furniture and electrical appliances, ready to move in","14,500 THB/month","Bangkok, Sathon Bangkok",,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-blossom-condo-sathorn-charoenrat-brand-new-room-not-ready-to-rent-out-complete-furniture-and-electrical-appliances-ready-to-move-in,FOR_RENT,CONDO,4
Belle Grand Rama 9 (Belle Avenue),"For Rent Belle Grand Rama9 🎉🔥 1bed 49 sq.m. 23,000 📣📣","23,000 THB/month","Bangkok, Huai Khwang Bangkok",,49.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-belle-grand-rama9-1bed-49-sq-m-23-000,FOR_RENT,CONDO,4
Siamese Exclusive Queens,"MDL24080252 Condo for rent, Siamese Exclusive Queens, ready to move in. Call now 0800343450 Line ID @655ebbvc","58,000 THB/month","Bangkok, Khlong Toei Bangkok",,81.0,2.0,2.0,https://propertyhub.in.th/en/listings/mdl24080252-condo-for-rent-siamese-exclusive-queens-ready-to-move-in-call-now-0800343450-line-id-655ebbvc,FOR_RENT,CONDO,4
The Editor Saphan Khwai,2-BR Condo at The Editor Saphan Khwai near BTS Saphan Khwai (ID 567500),"27,000 THB/month","Bangkok, Phaya Thai Bangkok",BTS Saphan Khwai (ID 567500),54.0,2.0,1.0,https://propertyhub.in.th/en/listings/2-br-condo-at-the-editor-saphan-khwai-near-bts-saphan-khwai-id-567500,FOR_RENT,CONDO,4
ONE89 Wireless,2-BR Condo at One 89 Wireless near MRT Lumphini (ID 2830245),"300,000 THB/month","Bangkok, Pathum Wan Bangkok",MRT Lumphini (ID 2830245),150.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-br-condo-at-one-89-wireless-near-mrt-lumphini-id-2830245--b17c09bf,FOR_RENT,CONDO,4
THE ESSE Sukhumvit 36,2-BR Condo at The Esse Sukhumvit 36 near BTS Thong Lor (ID 682565),"75,000 THB/month","Bangkok, Khlong Toei Bangkok",BTS Thong Lor (ID 682565),73.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-br-condo-at-the-esse-sukhumvit-36-near-bts-thong-lor-id-682565--c5dc0ab0,FOR_RENT,CONDO,4
U Delight @ Huamak Station,2-BR Condo at U Delight @ Huamak Station close to Ramkhamhaeng (ID 401965),"20,000 THB/month","Bangkok, Bang Kapi Bangkok",,56.0,2.0,1.0,https://propertyhub.in.th/en/listings/2-br-condo-at-u-delight-huamak-station-close-to-ramkhamhaeng-id-401965,FOR_RENT,CONDO,4
MUNIQ Sukhumvit 23,1-BR Condo at Muniq Sukhumvit 23 near MRT Sukhumvit (ID 2800011),"41,500 THB/month","Bangkok, Watthana Bangkok",MRT Sukhumvit (ID 2800011),43.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-muniq-sukhumvit-23-near-mrt-sukhumvit-id-2800011,FOR_RENT,CONDO,4
Park 24,🔥Hot Deal 18K🔥 - Studio High Fl. 25+ Good View Good Location Close to BTS Phrom Phong at Park 24 or Park Origin Phrom Phong Condo / For Rent,"18,000 THB/month","Bangkok, Khlong Toei Bangkok",BTS Phrom Phong at Park 24 or Park Origin Phrom Phong Condo / F,28.2,1.0,1.0,https://propertyhub.in.th/en/listings/hot-deal-18k-studio-high-fl-25-good-view-good-location-close-to-bts-phrom-phong-at-park-24-or-park-origin-phrom-phong-condo-for-rent,FOR_RENT,CONDO,4
Noble Remix,🔥20K🔥 - Studio with Bathtub Nice Room Perfect Location BTS Thong Lo at Noble Remix Condo/ For Rent,"20,000 THB/month","Bangkok, Khlong Toei Bangkok",BTS Thong Lo at Noble Remix Condo/ For Rent,37.08,1.0,1.0,https://propertyhub.in.th/en/listings/20k-studio-with-bathtub-nice-room-perfect-location-bts-thong-lo-at-noble-remix-condo-for-rent,FOR_RENT,CONDO,4
IDEO Mix Phaholyothin,1 Bed 1 Bath 38 SQ.M Ideo Mix Phaholyothin,"17,000 THB/month","Bangkok, Phaya Thai Bangkok",,38.8,1.0,1.0,https://propertyhub.in.th/en/listings/1-bed-1-bath-38-sq-m-ideo-mix-phaholyothin--9ae1089e,FOR_RENT,CONDO,4
The Reserve Sathorn,1-BR Condo at The Reserve Sathorn near BTS Sala Daeng (ID 996686),"49,000 THB/month","Bangkok, Sathon Bangkok",BTS Sala Daeng (ID 996686),50.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-the-reserve-sathorn-near-bts-sala-daeng-id-996686--b07809af,FOR_RENT,CONDO,4
Niche Mono Ramkhamhaeng,"✨Condo for Rent, Ready to Move in at Niche Mono Ramkhamhaeng Fully furnished, brand-new unit, great location, right next to MRT Hua Mak station.","14,300 THB/month","Bangkok, Bang Kapi Bangkok",MRT Hua Mak station.,31.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-ready-to-move-in-at-niche-mono-ramkhamhaeng-fully-furnished-brand-new-unit-great-location-right-next-to-mrt-hua-mak-station,FOR_RENT,CONDO,4
OKA HAUS Sukhumvit 36,OKA HAUS CONDO WITH A COMPLETE SET OF FURNITURE,"19,000 THB/month","Bangkok, Khlong Toei Bangkok",,33.84,1.0,1.0,https://propertyhub.in.th/en/listings/oka-haus-condo-with-a-complete-set-of-furniture,FOR_RENT,CONDO,4
Villa Rachakhru,2-BR Condo at Villa Rachakhru near BTS Sanam Pao (ID 993128),"32,000 THB/month","Bangkok, Phaya Thai Bangkok",BTS Sanam Pao (ID 993128),70.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-br-condo-at-villa-rachakhru-near-bts-sanam-pao-id-993128--abbf0994,FOR_RENT,CONDO,4
THE LINE VIBE  Phahonyothin,PFD-07476Condo for Rent: THE LINE VIBE PhahonyothinSchedule a viewing ■ Line: @propertyfinder,"16,000 THB/month","Bangkok, Chatuchak Bangkok",,32.46,1.0,1.0,https://propertyhub.in.th/en/listings/pfd-07476condo-for-rent-the-line-vibe-phahonyothinschedule-a-viewing-line-propertyfinder--ba4109dd,FOR_RENT,CONDO,4
T.C. Green,Spacious 2 Bedroom Condo in Bang Kapi Bangkok,"25,000 THB/month","Bangkok, Huai Khwang Bangkok",,55.0,2.0,1.0,https://propertyhub.in.th/en/listings/spacious-2-bedroom-condo-in-bang-kapi-bangkok--a6fa0944,FOR_RENT,CONDO,4
The Address Siam,2-BR Condo at The Address Siam near BTS Ratchathewi (ID 513434),"28,000 THB/month","Bangkok, Ratchathewi Bangkok",BTS Ratchathewi (ID 513434),58.0,2.0,1.0,https://propertyhub.in.th/en/listings/2-br-condo-at-the-address-siam-near-bts-ratchathewi-id-513434,FOR_RENT,CONDO,4
Zenith Place Sukhumvit 42,"DL23070904 Condo for rent, Zenith Place Sukhumvit 42 near BTS Ekkamai, ready to move in, call urgently 0638692663 LineID @138fpvll","14,000 THB/month","Bangkok, Khlong Toei Bangkok",BTS Ekkamai,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/dl23070904-condo-for-rent-zenith-place-sukhumvit-42-near-bts-ekkamai-ready-to-move-in-call-urgently-0638692663-lineid-655ebbvc,FOR_RENT,CONDO,4
The Base Sukhumvit 77,1 Bed 1 Bath 31 SQ.M The Base Sukhumvit 77,"15,000 THB/month","Bangkok, Watthana Bangkok",,31.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-bed-1-bath-31-sq-m-the-base-sukhumvit-77--999408a4,FOR_RENT,CONDO,4
Baan Chao Praya,1 bedroom 1 bathroom 65 sqm at Baan Chaopraya for rent,"25,000 THB/month","Bangkok, Khlong San Bangkok",,65.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-bedroom-1-bathroom-65-sqm-at-baan-chaopraya-for-rent--b2ba094e,FOR_RENT,CONDO,4
The Address Siam,1-BR Condo at The Address Siam near BTS Ratchathewi (ID 1701008),"17,000 THB/month","Bangkok, Ratchathewi Bangkok",BTS Ratchathewi (ID 1701008),40.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-the-address-siam-near-bts-ratchathewi-id-1701008--a9400931,FOR_RENT,CONDO,4
Noble Remix,1-BR Condo at Noble Remix near BTS Thong Lor (ID 2495107),"33,000 THB/month","Bangkok, Khlong Toei Bangkok",BTS Thong Lor (ID 2495107),63.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-noble-remix-near-bts-thong-lor-id-2495107,FOR_RENT,CONDO,4
Villa Asoke,1-BR Condo at Villa Asoke near MRT Phetchaburi (ID 2611763),"45,000 THB/month","Bangkok, Ratchathewi Bangkok",MRT Phetchaburi (ID 2611763),81.0,1.0,2.0,https://propertyhub.in.th/en/listings/1-br-condo-at-villa-asoke-near-mrt-phetchaburi-id-2611763--a3a4090e,FOR_RENT,CONDO,4
Ashton Asoke - Rama 9,47 Sqm 2 Bed 1 Bath Condo For Rent In ASHTON Asoke - Rama 9,"40,000 THB/month","Bangkok, Din Daeng Bangkok",,47.0,2.0,1.0,https://propertyhub.in.th/en/listings/47-sqm-2-bed-1-bath-condo-for-rent-in-ashton-asoke-rama-9--c90e0a56,FOR_RENT,CONDO,4
The Room Sukhumvit 69,1-BR Condo at The Room Sukhumvit 69 near BTS Phra Khanong (ID 2151229),"23,000 THB/month","Bangkok, Watthana Bangkok",BTS Phra Khanong (ID 2151229),35.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-the-room-sukhumvit-69-near-bts-phra-khanong-id-2151229,FOR_RENT,CONDO,4
IDEO O2,"[RENT] ST0988 (Ideo O2 Bangna)      (ID with @in front, LINE ID:  @idhomeland)","15,000 THB/month","Bangkok, Bang Na Bangkok",,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/rent-st0988-ideo-o2-bangna-id-with-in-front-line-id-idhomeland,FOR_RENT,CONDO,4
Supalai Premier Charoen Nakhon,MN3579 Supalai Premier Charoen Nakhon,"20,000 THB/month","Bangkok, Khlong San Bangkok",,48.0,1.0,1.0,https://propertyhub.in.th/en/listings/mn3579-supalai-premier-charoen-nakhon,FOR_RENT,CONDO,4
The Base Park East Sukhumvit 77,1 Bed 31 SQ.M The Base Park East Sukhumvit 77,"14,000 THB/month","Bangkok, Watthana Bangkok",,31.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-bed-31-sq-m-the-base-park-east-sukhumvit-77--b1b709c8,FOR_RENT,CONDO,4
Lumpini Park Riverside Rama 3,1-BR Condo at Lumpini Park Riverside Rama 3 close to Phra Ram 3 (ID 972642),"14,000 THB/month","Bangkok, Yan Nawa Bangkok",,32.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-lumpini-park-riverside-rama-3-close-to-phra-ram-3-id-972642--afc809b5,FOR_RENT,CONDO,4
Aspen Lasalle Phase A,"DL25070995 Condo for rent, Aspen Lasalle near MRT ศรีลาซาล, ready to move in, call urgently 0638692663 LineID @138fpvll","8,000 THB/month","Bangkok, Bang Na Bangkok",MRT ศรีลาซาล,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/dl25070995-condo-for-rent-aspen-lasalle-near-mrt-srilasalle-ready-to-move-in-call-urgently-0638692663-lineid-655ebbvc,FOR_RENT,CONDO,4
Life One Wireless,1-BR Condo at Life One Wireless near BTS Phloen Chit (ID 2553005),"20,000 THB/month","Bangkok, Pathum Wan Bangkok",BTS Phloen Chit (ID 2553005),35.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-life-one-wireless-near-bts-phloen-chit-id-2553005--b00b0a0d,FOR_RENT,CONDO,4
Aspire Sukhumvit - Onnut,2 Bedrooms 1 Bathrooms 50 SQ.M Aspire Sukhumvit-Onnut,"25,000 THB/month","Bangkok, Suan Luang Bangkok",,50.0,2.0,1.0,https://propertyhub.in.th/en/listings/2-bedrooms-1-bathrooms-50-sq-m-aspire-sukhumvit-onnut--a69508c5,FOR_RENT,CONDO,4
Life Rama 4 - Asoke,1-BR Condo at LIFE Rama 4 - Asoke near MRT Queen Sirikit National Convention Centre (ID 2951315),"21,000 THB/month","Bangkok, Khlong Toei Bangkok",MRT Queen Sirikit National Convention Centre (ID 2951315),32.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-life-rama-4-asoke-near-mrt-queen-sirikit-national-convention-centre-id-2951315--ae93094c,FOR_RENT,CONDO,5
The Maple Sathon-Narathiwat,2-BR Condo at The Maple Sathon-Narathiwat Condominium near BTS Saint Louis (ID 2662572),"22,000 THB/month","Bangkok, Sathon Bangkok",BTS Saint Louis (ID 2662572),60.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-br-condo-at-the-maple-sathon-narathiwat-condominium-near-bts-saint-louis-id-2662572--b7a20939,FOR_RENT,CONDO,5
THE LINE Sukhumvit 101,[For rent] The Line Sukhumvit 101,"17,000 THB/month","Bangkok, Phra Khanong Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-the-line-sukhumvit-101--b61e092f,FOR_RENT,CONDO,5
Q Chidlom - Phetchaburi,2-BR Condo at Q Chid Lom - Phetchaburi near BTS Chit Lom (ID 1482197),"45,000 THB/month","Bangkok, Ratchathewi Bangkok",BTS Chit Lom (ID 1482197),79.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-br-condo-at-q-chid-lom-phetchaburi-near-bts-chit-lom-id-1482197--a8490948,FOR_RENT,CONDO,5
Serio Sukhumvit 50 ,1-BR Condo at Serio Sukhumvit 50 near BTS On Nut (ID 2832275),"22,000 THB/month","Bangkok, Khlong Toei Bangkok",BTS On Nut (ID 2832275),42.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-serio-sukhumvit-50-near-bts-on-nut-id-2832275--b19c09a6,FOR_RENT,CONDO,5
Millennium Residence,146 sqm 3-Bed Condo on 27th Floor at Millennium Residence Khlong Toei,"100,000 THB/month","Bangkok, Khlong Toei Bangkok",,146.0,3.0,3.0,https://propertyhub.in.th/en/listings/146-sqm-3-bed-condo-on-27th-floor-at-millennium-residence-khlong-toei--a480094b,FOR_RENT,CONDO,5
Regent Home Sukhumvit 81,FOR RENT REGENT 81 FULL FURNISHED,"9,500 THB/month","Bangkok, Suan Luang Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-regent-81-full-furnished--bec309ef,FOR_RENT,CONDO,5
Bangkhae Condotown,Bangkhae               Condotown,"12,000 THB/month","Bangkok, Phasi Charoen Bangkok",,70.0,2.0,1.0,https://propertyhub.in.th/en/listings/bangkhae-condotown--b0a509bd,FOR_RENT,CONDO,5
XT EKKAMAI,🏢🔑LineID: @AgentCondo (With@)| XT Ekkamai • Fully Furnished • Ready to Move In • 💳 Cards Accepted,"18,000 THB/month","Bangkok, Watthana Bangkok",,34.0,1.0,1.0,https://propertyhub.in.th/en/listings/lineid-agentcondo-with-xt-ekkamai-fully-furnished-ready-to-move-in-cards-accepted,FOR_RENT,CONDO,5
THE BASE Saphanmai,"🎈#MT2306_088 🎈💥Urgent💥 Available June 1st, 2026. Click quickly before it's gone‼️ For Rent 25k.🔥 The Base Saphan Mai Condo","25,000 THB/month","Bangkok, Bang Khen Bangkok",,55.0,2.0,2.0,https://propertyhub.in.th/en/listings/mt2306_088-urgent-available-june-1st-2026-click-quickly-before-it-s-gone️-for-rent-25k-the-base-saphan-mai-condo,FOR_RENT,CONDO,5
La Citta Penthouse,2-BR Condo at La Citta Penthouse near BTS Thong Lor (ID 1014871),"46,500 THB/month","Bangkok, Watthana Bangkok",BTS Thong Lor (ID 1014871),75.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-br-condo-at-la-citta-penthouse-near-bts-thong-lor-id-1014871--b071093e,FOR_RENT,CONDO,5
The Star Estate @ Rama 3,1-BR Condo at The Star Estate @ Rama III Condominium close to Phra Ram 3 (ID 2213058),"16,000 THB/month","Bangkok, Yan Nawa Bangkok",,54.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-br-condo-at-the-star-estate-rama-iii-condominium-close-to-phra-ram-3-id-2213058--a40508c3,FOR_RENT,CONDO,5
